nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos,fecha_eleccion
EUGENIO TUMA ZEDAN,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Tuma_Zedan,Eugenio,Tuma,Zedan,"Ingeniero comercial, Contador auditor",29 de Julio de 1945,Temuco,,,1,cuatro,
EDUARDO DIAZ DEL RIO,ILB,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Díaz_del_Río,Eduardo José Antonio,Díaz,del Río,Licenciado en Ciencias Jurídicas,17 de Diciembre de 1973,,,,0,dos,
FERNANDO MEZA MONCADA,PRSD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fernando_Meza_Moncada,Fernando,Meza,Moncada,Doctor en Medicina,14 de Julio de 1946,Temuco,,,1,0,
JAIME QUINTANA LEAL,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Quintana_Leal,Jaime,Quintana,Leal,Profesor de Estado,22 de Octubre de 1967,Lautaro,,,1,dos,
ENRIQUE ESTAY PENALOZA,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Estay_Peñaloza,Enrique,Estay,Peñaloza,Abogado,30 de Marzo de 1958,,,,1,cinco,
EDUARDO SAFFIRIO SUAREZ,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Saffirio_Suárez,Eduardo,Saffirio,Suárez,Licenciado en Ciencias Jurídicas y Sociales,12 de Agosto de 1958,,,,0,0,
GERMAN BECKER ALVEAR,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Germán_Becker_Alvear,Germán,Becker,Alvear,Ingeniero Civil,13 de Marzo de 1955,Temuco,,,1,tres,
ALFONSO DE URRESTI LONGTON,PS,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Arturo_De_Urresti_Longton,Alfonso Arturo,De Urresti,Longton,Magíster de Economía y Desarrollo Regional,7 de Marzo de 1966,,,,1,dos,
ROBERTO DELMASTRO NASO,ILD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Delmastro_Naso,Roberto,Delmastro,Naso,Ingeniero Forestal,17 de Octubre de 1945,Valdivia,26 de Diciembre de 2014,,1,tres,
ENRIQUE JARAMILLO BECKER,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Jaramillo_Becker,Enrique,Jaramillo,Becker,"Economista Bancario, Agricultor",11 de Julio de 1937,La Unión,,,1,tres,
GASTON VON MUHLENBROCK ZAMORA,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gastón_Von_Mühlenbrock_Zamora,Gastón,Von Mühlenbrock,Zamora,Administrador de Empresas,26 de Diciembre de 1954,Santiago,,,1,dos,
GABRIEL ASCENCIO MANSILLA,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla,Gabriel,Ascencio,Mansilla,Abogado,25 de Octubre de 1953,Coyhaique,,,1,0,
CLAUDIO ALVARADO ANDRADE,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Alvarado_Andrade,Claudio Patricio,Alvarado,Andrade,Ingeniero Comercial; Licenciado en Administración de Empresas,7 de Febrero de 1960,Castro,,,0,cinco,
PATRICIO VALLESPIN LOPEZ,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Vallespín_López,Patricio Iván,Vallespín,López,Magíster en Asentamientos Humanos y Medio Ambiente,24 de Abril de 1964,Santiago,,,1,tres,
MARISOL TURRES FIGUEROA,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marisol_Turres_Figueroa,Marisol,Turres,Figueroa,Abogada,13 de Julio de 1964,,,,1,cuatro,
FIDEL ESPINOZA SANDOVAL,PS,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Fidel_Edgardo_Espinoza_Sandoval,Fidel Edgardo,Espinoza,Sandoval,Magíster en Desarrollo Regional,24 de Enero de 1970,,,,0,dos,
CARLOS RECONDO LAVANDEROS,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Recondo_Lavanderos,Carlos,Recondo,Lavanderos,Médico Veterinario,27 de Abril de 1954,Puerto Montt,,,1,tres,
SERGIO OJEDA URIBE,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Ojeda_Uribe,Sergio,Ojeda,Uribe,Abogado,12 de Marzo de 1943,Riachuelo,,,1,cuatro,
JAVIER HERNANDEZ HERNANDEZ,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Javier_Ricardo_Hernández_Hernández,Javier Ricardo,Hernández,Hernández,Médico Veterinario,7 de Agosto de 1954,,,,1,seis,
RENE ALINCO BUSTOS,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Alinco_Bustos,René,Alinco,Bustos,Obrero de la construcción,2 de Junio de 1958,,,,1,0,
PABLO GALILEA CARRILLO,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Galilea_Carrillo,Pablo,Galilea,Carrillo,Ingeniero Comercial,31 de Enero de 1963,Coyhaique,,,1,0,
CAROLINA GOIC BOROEVIC,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carolina_Goic_Boroevic,Carolina,Goic,Boroevic,Magíster en Economía,20 de Diciembre de 1972,Santiago,,,1,dos,
RODRIGO ALVAREZ ZENTENO,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_Alvarez_Zenteno,Rodrigo,Álvarez,Zenteno,Doctor en Derecho,30 de Julio de 1966,Punta Arenas,,,1,cinco,
DENISE PASCAL ALLENDE,PS,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Denise_Pascal_Allende,Denise Simone,Pascal,Allende,"Cientista Política, Diseñadora Paisajista",19 de Julio de 1940,Valparaíso,,,1,dos,
GONZALO URIARTE HERRERA,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Uriarte_Herrera,Gonzalo,Uriarte,Herrera,Abogado,28 de Noviembre de 1964,Santiago,,,1,cuatro,
RAMON FARIAS PONCE,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ramón_Farías_Ponce,Ramón,Farías,Ponce,Actor,23 de Agosto de 1955,Santiago,,,1,dos,
ALVARO ESCOBAR RUFATT,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Álvaro_Escobar_Rufatt,Álvaro,Escobar,Rufatt,"Actor, Abogado",16 de Diciembre de 1966,"Washington, Estados Unidos",,,0,una,
ROBERTO SEPULVEDA HERMOSILLA,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Sepúlveda_Hermosilla,Roberto,Sepúlveda,Hermosilla,Médico,17 de Agosto de 1955,,,Evangélico,0,0,
CARLOS OLIVARES ZEPEDA,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Olivares_Zepeda,Carlos,Olivares,Zepeda,Médico Cirujano,25 de Mayo de 1952,Coquimbo,,,1,0,
GUIDO GIRARDI BRIERE,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guido_Girardi_Brière,Guido,Girardi,Brière,Médico Cirujano - Pediatra,17 de Noviembre de 1934,Santiago,,,1,cuatro,
GABRIEL SILBER ROMO,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Silber_Romo,Gabriel Moisés,Silber,Romo,Abogado,15 de Septiembre de 1976,Santiago,,,0,0,
PATRICIO MELERO ABAROA,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos,
KARLA RUBILAR BARAHONA,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Karla_Rubilar_Barahona,Karla,Rubilar,Barahona,Médica cirujana,17 de Abril de 1977,Santiago,,,1,cuatro,
TUCAPEL JIMENEZ FUENTES,ILB,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tucapel_Francisco_Jiménez_Fuentes,Tucapel Francisco,Jiménez,Fuentes,Ingeniero en Ejecución Eléctrico,1 de Septiembre de 1962,Santiago,,,1,tres,
IVAN MOREIRA BARROS,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Moreira_Barros,Iván,Moreira,Barros,,8 de Noviembre de 1956,Santiago,,Evangélico,1,dos,
PATRICIO HALES DIB,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Alejandro_Hales_Dib,Patricio Alejandro,Hales,Dib,Arquitecto,11 de Septiembre de 1946,Santiago,,,1,cinco,
CLAUDIA NOGUEIRA FERNANDEZ,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudia_Nogueira_Fernández,Claudia,Nogueira,Fernández,Abogada,26 de Noviembre de 1969,Santiago,,,1,0,
GONZALO DUARTE LEIVA,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Duarte_Leiva,Gonzalo,Duarte,Leiva,Sociólogo,1 de Abril de 1953,,,,0,0,
CARLOS MONTES CISTERNAS,PS,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Montes_Cisternas,Carlos,Montes,Cisternas,,11 de Mayo de 1946,Santiago,,,1,tres,
XIMENA VIDAL LAZARO,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ximena_Vidal_Lázaro,Ximena,Vidal,Lázaro,Actriz,1 de Enero de 1955,San Antonio,,,1,2,
FELIPE SALABERRY SOTO,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Salaberry_Soto,Felipe,Salaberry,Soto,Ingeniero Comercial,9 de Enero de 1966,,,,1,tres,
ENRIQUE ACCORSI OPAZO,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Accorsi_Opazo,Enrique,Accorsi,Opazo,Médico,17 de Agosto de 1948,Santiago,,,0,0,
CRISTIAN MONCKEBERG BRUNER,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristián_Monckeberg_Bruner,Cristian,Monckeberg,Bruner,Máster en Derecho de Empresas,12 de Mayo de 1968,Santiago,,,1,0,
JULIO DITTBORN CORDUA,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Dittborn_Cordua,Julio,Dittborn,Cordua,Máster en Economía,19 de Octubre de 1951,Santiago,,,1,cuatro,
JORGE INSUNZA GREGORIO DE LAS HERAS,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Insunza_Gregorio_de_Las_Heras,Jorge,Insunza,Gregorio de Las Heras,"Analista Político, Empresario",12 de Febrero de 1967,Santiago,,,1,dos,
DARIO PAYA MIRA,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Darío_Paya_Mira,Darío Guillermo,Paya,Mira,Abogado,20 de Julio de 1964,Santiago,,,1,cuatro,
JORGE BURGOS VARELA,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Burgos_Varela,Jorge,Burgos,Varela,Abogado,24 de Junio de 1956,,,,1,tres,
MARCELA CUBILLOS SIGALL,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcela_Cubillos_Sigall,Marcela,Cubillos,Sigall,Abogada,2 de Febrero de 1967,Viña del Mar,,,1,tres,
CAROLINA TOHA MORALES,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carolina_Tohá_Morales,Carolina Montserrat,Tohá,Morales,Doctora en Ciencia Política,12 de Mayo de 1965,Santiago,,,0,dos,
ALBERTO CARDEMIL HERRERA,ILD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Eugenio_Cardemil_Herrera,Alberto Eugenio,Cardemil,Herrera,Abogado,1 de Noviembre de 1945,"Chimbarongo, Chile",,,1,cuatro,
JORGE PIZARRO SOTO,PDC,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Pizarro_Soto,Jorge,Pizarro,Soto,,21 de Abril de 1952,Ovalle,,,0,cinco,
EVELYN MATTHEI FORNET,UDI,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Evelyn_Matthei_Fornet,Evelyn,Matthei,Fornet,Licenciada en Ciencias Económicas,11 de Noviembre de 1953,Santiago,,Luterana,1,tres,
ANDRES CHADWICK PINERA,UDI,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Pío_Bernardino_Chadwick_Piñera,Andrés Pío Bernardino,Chadwick,Piñera,Abogado,2 de Enero de 1956,Santiago,,,1,cuatro,
VICTOR PEREZ VARELA,UDI,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Pérez_Varela,Víctor José,Pérez,Varela,Abogado,18 de Octubre de 1954,Santiago,,,1,0,
ALEJANDRO NAVARRO BRAIN,PS,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Navarro_Brain,Alejandro,Navarro,Brain,Profesor de Filosofía,20 de Noviembre de 1958,Santiago,,,0,seis,
EDUARDO FREI RUIZ-TAGLE,PDC,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Frei_Ruiz-Tagle,Eduardo,Frei,Ruiz-Tagle,Ingeniero Civil Hidráulico,24 de Junio de 1942,Santiago,,,0,0,
ANDRES ALLAMAND ZAVALA,RN,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Allamand_Zavala,Andrés,Allamand,Zavala,Abogado,7 de Febrero de 1956,Santiago,,,1,cuatro,
CAMILO ESCALONA MEDINA,PS,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Camilo_Escalona_Medina,Camilo,Escalona,Medina,,15 de Junio de 1955,Santiago,,,1,una,
PEDRO MUNOZ ABURTO,PS,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Héctor_Muñoz_Aburto,Pedro Héctor,Muñoz,Aburto,Abogado,1 de Julio de 1944,Punta Arenas,,,1,dos,
CARLOS BIANCHI CHELECH,IND,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Antonio_Karim_Bianchi_Chelech,Carlos Antonio Karim,Bianchi,Chelech,Administrador Público,04 de Noviembre de 1960,Punta Arenas,,,0,dos,
GUIDO GIRARDI LAVIN,PPD,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guido_Girardi_Lavín,Guido,Girardi,Lavín,Médico,24 de Enero de 1961,Santiago,,,1,0,
PABLO LONGUEIRA MONTES,UDI,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Longueira_Montes,Pablo,Longueira,Montes,Ingeniero Civil,12 de Agosto de 1958,Osorno,,,1,siete,
ADRIANA MUNOZ DALBORA,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Adriana_Muñoz_D'Albora,Adriana Blanca Cristina,Muñoz,D'Albora,Magister en Sociología,25 de Septiembre de 1948,Santiago,,,0,0,
CARLOS CANTERO OJEDA,RN,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Cantero_Ojeda,CARLOS,CANTERO,GARCÍA,Geógrafo,11 de Noviembre de 1956,Punta Arenas,,,1,tres,
FRANCISCO ENCINA MORIAMEZ,PS,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Francisco_Encina_Moriamez,José Francisco,Encina,Moriamez,Sociólogo,18 de Noviembre de 1943,Concepción,,,1,0,
HOSAIN SABAG CASTILLO,PDC,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hosain_Sabag_Castillo,Hosain,Sabag,Castillo,Contador,5 de Marzo de 1937,"Cabrero, Chile",,,1,tres,
ISABEL ALLENDE BUSSI,PS,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Isabel_Allende_Bussi,María Isabel,Allende,Bussi,Socióloga,18 de Enero de 1945,Santiago,,,1,dos,
JOVINO NOVOA VASQUEZ,UDI,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jovino_Novoa_V%C3%A1squez,Enrique Manuel Jovino Novoa Vásquez,Novoa,Vásquez,Abogado,31 de Marzo de 1945,Santiago,1 de Junio de 2021,,1,ocho,11 de diciembre de 2005
MARIANO RUIZ-ESQUIDE JARA,PDC,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Mariano_Ruiz-Esquide_Jara,Sergio Mariano,Ruiz Esquide,Jara,Médico Cirujano,10 de Mayo de 1930,Talcahuano,20 de Enero de 2024,,1,tres,11 de diciembre de 2005
MAXIMIANO ERRAZURIZ EGUIGUREN,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Maximiano_Err%C3%A1zuriz_Eguiguren,Maximiano,Errázuriz,Eguiguren,"Abogado, Periodista",28 de Septiembre de 1945,Santiago,,,0,0,11 de diciembre de 2005
MARTA ELIANA ISASI BARBIERI,PAR,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Eliana_Isasi_Barbieri,Marta Eliana,Isasi,Barbieri,Ingeniero en Administración de Empresas,15 de Enero de 1966,,,,0,tres,11 de diciembre de 2005
MARCO ANTONIO NUNEZ LOZANO,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marco_Antonio_Núñez_Lozano,Marco Antonio,Núñez,Lozano,Ph.D en Salud y Políticas Públicas,22 de Noviembre de 1966,Viña del Mar,,,0,dos,11 de diciembre de 2005
JUAN CARLOS LATORRE CARMONA,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Carlos_Latorre_Carmona,Juan Carlos,Latorre,Carmona,Ingeniero,25 de Marzo de 1949,Pedro de Valdivia,,,1,seis,11 de diciembre de 2005
PEDRO PABLO ALVAREZ-SALAMANCA BUCHI,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Pablo_Álvarez-Salamanca_Büchi,Pedro Pablo,Álvarez Salamanca,Büchi,Profesor de Estado en Biología y Ciencias; Empresario Agrícola,10 de Abril de 1948,Santiago,3 de Septiembre de 2008,,1,0,11 de diciembre de 2005
JOSE MIGUEL ORTIZ NOVOA,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Miguel_Ortiz_Novoa,José Miguel,Ortiz,Novoa,Profesor de Educación Básica,22 de Noviembre de 1941,Santiago,,,1,tres,11 de diciembre de 2005
CARLOS ABEL JARPA WEVAR,PRSD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Abel_Jarpa_Wevar,Carlos Abel,Jarpa,Wevar,"Médico, Oftalmólogo",24 de Noviembre de 1944,Santiago,,,1,0,11 de diciembre de 2005
RENE MANUEL GARCIA GARCIA,RN,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/René_Manuel_García_García,René Manuel,García,García,Perito Agrícola,24 de Mayo de 1950,Cunco,,,1,tres,11 de diciembre de 2005
JOSE ANTONIO KAST RIST,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Kast_Rist,José Antonio,Kast,Rist,Abogado,18 de Enero de 1966,Santiago,,,1,nueve,11 de diciembre de 2005
MARIA ANTONIETA SAA DIAZ,PPD,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Antonieta_Saa_Díaz,María Antonieta,Saa,Díaz,Profesora de Castellano,8 de Enero de 1943,Santiago,,,0,0,11 de diciembre de 2005
MARIA ANGELICA CRISTI MARFIL,UDI,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Angélica_Cristi_Marfil,María Angélica,Cristi,Marfil,Licenciada en sociología,13 de Octubre de 1941,Santiago,,,0,tres,11 de diciembre de 2005
JOSE ANTONIO GOMEZ URRUTIA,PRSD,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Antonio_Gómez_Urrutia,José Antonio,Gómez,Urrutia,Abogado,18 de Diciembre de 1953,,,,1,0,11 de diciembre de 2005
RENAN FUENTEALBA VILDOSOLA,PDC,diputados,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Renán_Fuentealba_Vildósola,Francisco Renán,Fuentealba,Vildósola,Abogado,29 de Noviembre de 1947,"Illapel, Chile",,,1,cuatro,11 de diciembre de 2005
JUAN PABLO LETELIER MOREL,PS,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Pablo_Letelier_Morel,Juan Pablo,Letelier,Morel,Máster en Economía y Política Internacional,07 de Enero de 1961,Santiago,,,1,tres,11 de diciembre de 2005
CARLOS IGNACIO KUSCHEL SILVA,RN,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Ignacio_Kuschel_Silva,Carlos Ignacio,Kuschel,Silva,Ingeniero Comercial,16 de Marzo de 1953,Frutillar,,,1,0,11 de diciembre de 2005
SOLEDAD ALVEAR VALENZUELA,PDC,senadores,2005,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/María_Soledad_Alvear_Valenzuela,María Soledad,Alvear,Valenzuela,Abogada,17 de Septiembre de 1950,Santiago,,Católica,1,tres,11 de diciembre de 2005
ORLANDO VARGAS PIZARRO,ILA,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Orlando_Severo_Vargas_Pizarro,Orlando Severo,Vargas,Pizarro,Técnico Mecánico,13 de Julio de 1952,Pozo Almonte,,,1,cuatro,13 de diciembre de 2009
NINO BALTOLU RASERA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nino_Baltolu_Rasera,Nino,Baltolu,Rasera,,28 de Septiembre de 1956,Bolivia,,,0,0,13 de diciembre de 2009
HUGO GUTIERREZ GALVEZ,PCCH,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Hugo_Humberto_Gutiérrez_Gálvez,Hugo Humberto,Gutiérrez,Gálvez,Abogado,5 de Octubre de 1961,Iquique,,,0,seis,13 de diciembre de 2009
MARTA ISASI BARBIERI,ILB,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marta_Eliana_Isasi_Barbieri,Marta Eliana,Isasi,Barbieri,Ingeniero en Administración de Empresas,15 de Enero de 1966,,,,0,tres,13 de diciembre de 2009
MANUEL ROJAS MOLINA,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Rojas_Molina,Manuel,Rojas,Molina,Profesor,3 de Noviembre de 1959,,,,1,tres,13 de diciembre de 2009
PEDRO ARAYA GUERRERO,PRI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Araya_Guerrero,Pedro,Araya,Guerrero,Abogado,16 de Junio de 1974,Antofagasta,,,0,0,13 de diciembre de 2009
FELIPE WARD EDWARDS,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Ward_Edwards,Felipe,Ward,Edwards,Master of Arts en Estudios Interdisciplinarios,14 de Septiembre de 1972,Santiago,,Católico,1,cuatro,13 de diciembre de 2009
ALBERTO ROBLES PANTOJA,PRSD,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Robles_Pantoja,Alberto,Robles,Pantoja,"Médico Cirujano, Urólogo",4 de Octubre de 1956,Santiago,,,1,cuatro,13 de diciembre de 2009
GIOVANNI CALDERON BASSI,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Giovanni_Oscar_Calderón_Bassi,Giovanni Oscar,Calderón,Bassi,Doctor en Derecho,8 de Julio de 1971,Santiago,,,1,0,13 de diciembre de 2009
LAUTARO CARMONA SOTO,PCCH,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lautaro_Carmona_Soto,Lautaro César,Carmona,Soto,Administrador público,26 de Abril de 1952,Limache,,,1,tres,13 de diciembre de 2009
CARLOS VILCHES GUZMAN,UDI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Alfredo_Vilches_Guzmán,Carlos Alfredo,Vilches,Guzmán,Ingeniero en metalurgia,20 de Octubre de 1944,Santiago,,,1,tres,13 de diciembre de 2009
MARCELO DIAZ DIAZ,PS,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marcelo_Eduardo_Díaz_Díaz,Marcelo Eduardo,Díaz,Díaz,Abogado,6 de Febrero de 1971,Santiago,,,0,tres,13 de diciembre de 2009
MARIO BERTOLINO RENDIC,RN,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Bertolino_Rendic,Mario,Bertolino,Rendic,Médico Veterinario,3 de Febrero de 1954,La Serena,,,1,0,13 de diciembre de 2009
LUIS LEMUS ARACENA,PRI,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Segundo_Lemus_Aracena,Luis Segundo,Lemus,Aracena,Profesor,23 de Diciembre de 1961,Illapel,,,0,cuatro,13 de diciembre de 2009
MATIAS WALKER PRIETO,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Matías_Walker_Prieto,Matías Vicente,Walker,Prieto,Abogado,19 de Julio de 1973,Santiago,,,1,0,13 de diciembre de 2009
PEDRO VELASQUEZ SEGUEL,IND,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Antonio_Velásquez_Seguel,Pedro Antonio,Velásquez,Seguel,Abogado,5 de Agosto de 1964,Ovalle,7 de Diciembre de 2023,,1,0,13 de diciembre de 2009
VICTOR TORRES JELDES,PDC,diputados,2009,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Marcelo_Torres_Jeldes,Víctor Marcelo,Torres,Jeldes,Médico,11 de Octubre de 1975,Valparaíso,,,0,una,13 de diciembre de 2009
