nombreapellidos,partido,eleccion,year,url,nombres,apellido_paterno,apellido_materno,profesion,nacimiento,lugar_nacimiento,fallecimiento,religion,casado_dummy,cantidad_hijos,fecha_eleccion
DARIO MOLINA SANHUEZA,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Darío_Molina_Sanhueza,Darío Alexis,Molina,Sanhueza,,20 de Junio de 1966,Santiago,,,1,tres,11 de diciembre de 1997
PATRICIO WALKER PRIETO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Walker_Prieto,Patricio,Walker,Prieto,Abogado,28 de Abril de 1969,Santiago,,,1,cuatro,11 de diciembre de 1997
SERGIO VELASCO DE LA CERDA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Velasco_de_la_Cerda,Sergio,Velasco,de la Cerda,,21 de Noviembre de 1945,San Antonio,,,1,tres,11 de diciembre de 1997
SAMUEL VENEGAS RUBIO,IND,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Samuel_Venegas_Rubio,Samuel,Venegas,Rubio,Empresario,1 de Abril de 1938,Navidad,,,1,cuatro,11 de diciembre de 1997
ALFONSO VARGAS LYNG,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alfonso_Vargas_Lyng,Alfonso,Vargas,Lyng,Ingeniero,16 de Noviembre de 1951,Valparaíso,,,0,cuatro,11 de diciembre de 1997
IGNACIO WALKER PRIETO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ignacio_Walker_Prieto,Ignacio,Walker,Prieto,Doctor en Ciencias Políticas,7 de Enero de 1956,Santiago,,,1,0,11 de diciembre de 1997
NELSON AVILA CONTRERAS,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Nelson_Jaime_Ávila_Contreras,Nelson Jaime,Ávila,Contreras,Administrador Público,29 de Noviembre de 1942,Los Andes,,,1,dos,11 de diciembre de 1997
PATRICIO CORNEJO VIDAURRAZAGA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Cornejo_Vidaurrázaga,Patricio,Cornejo,Vidaurrázaga,Médico cirujano,17 de Octubre de 1942,Santiago,,,1,dos,11 de diciembre de 1997
GONZALO IBANEZ SANTA MARIA,ILB,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gonzalo_Ibáñez_Santa_María,Gonzalo José Salvador,Ibáñez,Santa María,Doctor en Derecho,30 de Noviembre de 1945,Valparaíso,,,1,4,11 de diciembre de 1997
LAURA SOTO GONZALEZ,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Laura_Soto_González,Laura,Soto,González,Abogada,15 de Diciembre de 1931,,,,1,dos,11 de diciembre de 1997
ALDO CORNEJO GONZALEZ,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aldo_Cornejo_González,Aldo,Cornejo,González,Abogado,19 de Abril de 1955,Curicó,,Católica,1,cuatro,11 de diciembre de 1997
ARTURO LONGTON GUERRERO,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Arturo_Longton_Guerrero,Arturo,Longton,Guerrero,Abogado,25 de Junio de 1948,Limache,03 de Julio de 2015,,1,tres,11 de diciembre de 1997
JUAN BUSTOS RAMIREZ,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_José_Bustos_Ramírez,Juan José,Bustos,Ramírez,Abogado,8 de Diciembre de 1935,Santiago,7 de Agosto de 2008,,1,siete,11 de diciembre de 1997
RAFAEL ARRATIA VALDEBENITO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Arratia_Valdebenito,Rafael,Arratia,Valdebenito,Médico Oftalmólogo,12 de Mayo de 1946,,,,1,cuatro,11 de diciembre de 1997
JUAN MASFERRER PELLIZZARI,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Masferrer_Pellizzari,Juan Alfonso Manuel,Masferrer,Pellizzari,Técnico en Motores a Reacción,19 de Noviembre de 1940,Angol,28 de Diciembre de 2017,,0,0,11 de diciembre de 1997
JUAN NUNEZ VALENZUELA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Juan_Núñez_Valenzuela,Juan Ramón,Núñez,Valenzuela,,18 de Octubre de 1943,Rancagua,,,1,cinco,11 de diciembre de 1997
RICARDO RINCON GONZALEZ,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Ricardo_Enrique_Rincón_González,Ricardo Enrique,Rincón,González,Abogado,22 de Marzo de 1967,Santiago,,,1,0,11 de diciembre de 1997
ANIBAL PEREZ LOBOS,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Aníbal_Pérez_Lobos,Aníbal Patricio,Pérez,Lobos,,20 de Enero de 1948,Santa Cruz,,,1,tres,11 de diciembre de 1997
ALEJANDRO GARCIA-HUIDOBRO SANFUENTES,UCCP,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_García-Huidobro_Sanfuentes,Alejandro,García Huidobro,Sanfuentes,Cientista Político,19 de Abril de 1952,Santiago,,,1,cinco,11 de diciembre de 1997
GUILLERMO CERONI FUENTES,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guillermo_Ceroni_Fuentes,Guillermo,Ceroni,Fuentes,"Abogado, agricultor",30 de Julio de 1946,Parral,,,1,0,11 de diciembre de 1997
OSVALDO PALMA FLORES,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Osvaldo_Palma_Flores,Osvaldo,Palma,Flores,Médico Cirujano,2 de Octubre de 1952,,,,0,0,11 de diciembre de 1997
JAIME NARANJO ORTIZ,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Naranjo_Ortiz,Jaime,Naranjo,Ortiz,Magíster en Economía Agraria,12 de Enero de 1951,Melipilla,,,1,cinco,11 de diciembre de 1997
PABLO LORENZINI BASSO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Lorenzini_Basso,Pablo,Lorenzini,Basso,Doctor en Economía,25 de Octubre de 1949,Molina,,,1,dos,11 de diciembre de 1997
SERGIO CORREA DE LA CERDA,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Correa_de_la_Cerda,Sergio,Correa,de la Cerda,Agricultor,12 de Mayo de 1938,Curicó,,,0,0,11 de diciembre de 1997
ROBERTO LEON RAMIREZ,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_León_Ramírez,Roberto,León,Ramírez,Abogado,11 de Febrero de 1951,Santiago,,,1,cuatro,11 de diciembre de 1997
SERGIO AGUILO MELO,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Aguiló_Melo,Sergio,Aguiló,Melo,Ingeniero Comercial,9 de Febrero de 1953,Santiago,,,1,tres,11 de diciembre de 1997
HOMERO GUTIERREZ ROMAN,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Homero_Gutiérrez_Román,Homero,Gutiérrez,Román,Profesor de Estado en Historia y Geografía,13 de Octubre de 1929,Talca,,,1,0,11 de diciembre de 1997
VICTOR PEREZ VARELA,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Pérez_Varela,Víctor José,Pérez,Varela,Abogado,18 de Octubre de 1954,Santiago,,,1,0,11 de diciembre de 1997
JOSE PEREZ ARRIAGADA,PRSD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Pérez_Arriagada,José,Pérez,Arriagada,"Técnico Agrícola, Perito Forestal",29 de Diciembre de 1940,Los Angeles,,,1,0,11 de diciembre de 1997
HAROLDO FOSSA ROJAS,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Haroldo_Fossa_Rojas,Haroldo Lincoyán,Fossa,Rojas,Ingeniero Forestal,19 de Agosto de 1935,Concepción,7 de Septiembre de 2006,,1,0,11 de diciembre de 1997
JAIME ROCHA MANRIQUE,PRSD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Rocha_Manrique,Jaime,Rocha,Manrique,Abogado,4 de Noviembre de 1938,Lebu,1 de Octubre de 2012,,1,tres,11 de diciembre de 1997
IVAN MESIAS LEHU,PRSD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Mesías_Lehu,Iván,Mesías,Lehu,Industrial,3 de Abril de 1935,"Yumbel, VIII Región.",,,1,0,11 de diciembre de 1997
FELIPE LETELIER NORAMBUENA,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Felipe_Letelier_Norambuena,Felipe,Letelier,Norambuena,Técnico Agrícola,11 de Mayo de 1956,Parral,,,1,0,11 de diciembre de 1997
ROSAURO MARTINEZ LABBE,ILB,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rosauro_Martínez_Labbé,Rosauro,Martínez,Labbé,Agricultor,11 de Noviembre de 1950,Chillán,,,1,cuatro,11 de diciembre de 1997
EDMUNDO SALAS DE LA FUENTE,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Salas_de_La_Fuente,Edmundo,Salas,de La Fuente,Relacionador Público,9 de Septiembre de 1936,Lota,,,1,siete,11 de diciembre de 1997
ALEJANDRO NAVARRO BRAIN,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alejandro_Navarro_Brain,Alejandro,Navarro,Brain,Profesor de Filosofía,20 de Noviembre de 1958,Santiago,,,0,seis,11 de diciembre de 1997
JORGE ULLOA AGUILLON,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Iván_Ulloa_Aguillón,Jorge Iván,Ulloa,Aguillón,Profesor de Historia y Geografía,15 de Septiembre de 1958,Talcahuano,,,1,0,11 de diciembre de 1997
VICTOR JEAME BARRUETO,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Jeame_Barrueto,Víctor,Jeame,Barrueto,"Ingeniero Comercial, Economista",1 de Julio de 1953,"Madrid, España",,,1,0,11 de diciembre de 1997
LUIS MONGE SANCHEZ,ILB,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Luis_Monge_Sánchez,Luis,Monge,Sánchez,"Abogado, agricultor",20 de Septiembre de 1948,Santiago,,,1,siete,11 de diciembre de 1997
EDMUNDO VILLOUTA CONCHA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edmundo_Villouta_Concha,Edmundo,Villouta,Concha,,17 de Septiembre de 1926,Mulchén,4 de Noviembre de 2020,,1,siete,11 de diciembre de 1997
EDUARDO DIAZ DEL RIO,PDS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eduardo_Díaz_del_Río,Eduardo José Antonio,Díaz,del Río,Licenciado en Ciencias Jurídicas,17 de Diciembre de 1973,,,,0,dos,11 de diciembre de 1997
EUGENIO TUMA ZEDAN,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eugenio_Tuma_Zedan,Eugenio,Tuma,Zedan,"Ingeniero comercial, Contador auditor",29 de Julio de 1945,Temuco,,,1,cuatro,11 de diciembre de 1997
MARIO ACUNA CISTERNAS,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Alberto_Acuña_Cisternas,Mario Alberto,Acuña,Cisternas,Ingeniero Agrónomo,26 de Septiembre de 1951,,,,1,dos,11 de diciembre de 1997
MIGUEL HERNANDEZ SAFFIRIO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Miguel_Hernández_Saffirio,Miguel,Hernández,Saffirio,Laboratorista Químico ; Empresario Hotelero,18 de Julio de 1949,,,,1,tres,11 de diciembre de 1997
JOSE GARCIA RUMINOT,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/José_Gilberto_García_Ruminot,José,García,Ruminot,Contador Público y Auditor,22 de Mayo de 1955,Temuco,,,1,dos,11 de diciembre de 1997
FRANCISCO HUENCHUMILLA JARAMILLO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Francisco_Huenchumilla_Jaramillo,Francisco Segundo,Huenchumilla,Jaramillo,Abogado,22 de Marzo de 1944,,,,1,seis,11 de diciembre de 1997
ROBERTO DELMASTRO NASO,ILB,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Roberto_Delmastro_Naso,Roberto,Delmastro,Naso,Ingeniero Forestal,17 de Octubre de 1945,Valdivia,26 de Diciembre de 2014,,1,tres,11 de diciembre de 1997
EXEQUIEL SILVA ORTIZ,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Exequiel_Silva_Ortiz,Exequiel,Silva,Ortiz,Médico Veterinario,13 de Octubre de 1963,Santiago,,Católico,0,0,11 de diciembre de 1997
CARLOS CAMINONDO SAEZ,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Caminondo_Sáez,Carlos,Caminondo,Sáez,,28 de Diciembre de 1937,Lautaro,25 de Julio de 2024,,1,tres,11 de diciembre de 1997
ENRIQUE JARAMILLO BECKER,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Enrique_Jaramillo_Becker,Enrique,Jaramillo,Becker,"Economista Bancario, Agricultor",11 de Julio de 1937,La Unión,,,1,tres,11 de diciembre de 1997
CLAUDIO ALVARADO ANDRADE,ILB,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Claudio_Alvarado_Andrade,Claudio Patricio,Alvarado,Andrade,Ingeniero Comercial; Licenciado en Administración de Empresas,7 de Febrero de 1960,Castro,,,0,cinco,11 de diciembre de 1997
GABRIEL ASCENCIO MANSILLA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gabriel_Ascencio_Mansilla,Gabriel,Ascencio,Mansilla,Abogado,25 de Octubre de 1953,Coyhaique,,,1,0,11 de diciembre de 1997
SERGIO ELGUETA BARRIENTOS,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Benedicto_Elgueta_Barrientos,Sergio Benedicto,Elgueta,Barrientos,Abogado,4 de Febrero de 1933,Puerto Montt,,,1,tres,11 de diciembre de 1997
CARLOS RECONDO LAVANDEROS,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Recondo_Lavanderos,Carlos,Recondo,Lavanderos,Médico Veterinario,27 de Abril de 1954,Puerto Montt,,,1,tres,11 de diciembre de 1997
VICTOR REYES ALVARADO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Víctor_Reyes_Alvarado,Víctor Fernando,Reyes,Alvarado,Abogado,2 de Julio de 1945,Osorno,,,1,tres,11 de diciembre de 1997
MARINA PROCHELLE AGUILAR,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marina_Prochelle_Aguilar,Marina,Prochelle,Aguilar,,9 de Diciembre de 1941,Valdivia,7 de Febrero de 2022,,1,tres,11 de diciembre de 1997
SERGIO OJEDA URIBE,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Sergio_Ojeda_Uribe,Sergio,Ojeda,Uribe,Abogado,12 de Marzo de 1943,Riachuelo,,,1,cuatro,11 de diciembre de 1997
PABLO GALILEA CARRILLO,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Galilea_Carrillo,Pablo,Galilea,Carrillo,Ingeniero Comercial,31 de Enero de 1963,Coyhaique,,,1,0,11 de diciembre de 1997
RODRIGO ALVAREZ ZENTENO,ILB,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodrigo_Alvarez_Zenteno,Rodrigo,Álvarez,Zenteno,Doctor en Derecho,30 de Julio de 1966,Punta Arenas,,,1,cinco,11 de diciembre de 1997
PEDRO MUNOZ ABURTO,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pedro_Héctor_Muñoz_Aburto,Pedro Héctor,Muñoz,Aburto,Abogado,1 de Julio de 1944,Punta Arenas,,,1,dos,11 de diciembre de 1997
JAIME JIMENEZ VILLAVICENCIO,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Enrique_Jiménez_Villavicencio,Jaime Enrique,Jiménez,Villavicencio,Abogado,6 de Abril de 1963,Melipilla,,,1,dos,11 de diciembre de 1997
PABLO LONGUEIRA MONTES,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Pablo_Longueira_Montes,Pablo,Longueira,Montes,Ingeniero Civil,12 de Agosto de 1958,Osorno,,,1,siete,11 de diciembre de 1997
EDGARDO RIVEROS MARIN,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Edgardo_Riveros_Marín,Edgardo,Riveros,Marín,Magíster en Ciencias Políticas y Derecho Internacional Público,3 de Septiembre de 1949,Los Ángeles,,,1,dos,11 de diciembre de 1997
GUIDO GIRARDI LAVIN,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Guido_Girardi_Lavín,Guido,Girardi,Lavín,Médico,24 de Enero de 1961,Santiago,,,1,0,11 de diciembre de 1997
CARLOS OLIVARES ZEPEDA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Olivares_Zepeda,Carlos,Olivares,Zepeda,Médico Cirujano,25 de Mayo de 1952,Coquimbo,,,1,0,11 de diciembre de 1997
PATRICIO MELERO ABAROA,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Melero_Abaroa,Patricio,Melero,Abaroa,Ingeniero,19 de Junio de 1956,Santiago,,,1,dos,11 de diciembre de 1997
ZARKO LUKSIC SANDOVAL,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Zarko_Luksic_Sandoval,Zarko Cosme,Luksic,Sandoval,Doctor en Derecho,6 de Mayo de 1956,Santiago,,,1,cinco,11 de diciembre de 1997
MANUEL BUSTOS HUERTA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Manuel_Antonio_Bustos_Huerta,Manuel Antonio,Bustos,Huerta,Sindicalista,2 de Diciembre de 1943,"San Enrique, comuna de Santo Domingo",27 de Septiembre de 1999,,1,0,11 de diciembre de 1997
IVAN MOREIRA BARROS,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Iván_Moreira_Barros,Iván,Moreira,Barros,,8 de Noviembre de 1956,Santiago,,Evangélico,1,dos,11 de diciembre de 1997
ELIANA CARABALL MARTINEZ,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Eliana_Caraball_Martínez,Eliana,Caraball,Martínez,Arquitecta,27 de Abril de 1937,Santiago,,,1,0,11 de diciembre de 1997
CRISTIAN LEAY MORAN,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Cristian_Antonio_Leay_Morán,Cristian Antonio,Leay,Morán,Ingeniero en Minas,9 de Febrero de 1954,Santiago,,,1,0,11 de diciembre de 1997
PATRICIO HALES DIB,PPD,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Patricio_Alejandro_Hales_Dib,Patricio Alejandro,Hales,Dib,Arquitecto,11 de Septiembre de 1946,Santiago,,,1,cinco,11 de diciembre de 1997
LILY PEREZ SAN MARTIN,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Lily_Jovanka_Pérez_San_Martín,Lily,Pérez,San Martín,Publicista,10 de Mayo de 1963,Santiago,,,1,dos,11 de diciembre de 1997
CARLOS MONTES CISTERNAS,PS,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carlos_Montes_Cisternas,Carlos,Montes,Cisternas,,11 de Mayo de 1946,Santiago,,,1,tres,11 de diciembre de 1997
JAIME ORPIS BOUCHON,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jaime_Orpis_Bouchon,Jaime,Orpis,Bouchon,Abogado,16 de Septiembre de 1956,Santiago,,,1,cuatro,11 de diciembre de 1997
ANDRES PALMA IRARRAZAVAL,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Palma_Irarrázaval,Andrés Jaime,Palma,Irarrázaval,Magister en Economía,21 de Julio de 1955,Santiago,,,1,seis,11 de diciembre de 1997
TOMAS JOCELYN-HOLT LETELIER,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Tomás_Jocelyn_Holt_Letelier,Tomás,Jocelyn-Holt,Letelier,,16 de Enero de 1963,,,,1,0,11 de diciembre de 1997
JULIO DITTBORN CORDUA,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Julio_Dittborn_Cordua,Julio,Dittborn,Cordua,Máster en Economía,19 de Octubre de 1951,Santiago,,,1,cuatro,11 de diciembre de 1997
DARIO PAYA MIRA,UDI,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Darío_Paya_Mira,Darío Guillermo,Paya,Mira,Abogado,20 de Julio de 1964,Santiago,,,1,cuatro,11 de diciembre de 1997
RODOLFO SEGUEL MOLINA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rodolfo_Seguel_Molina,Rodolfo,Seguel,Molina,,20 de Septiembre de 1953,,,,1,una,11 de diciembre de 1997
ALBERTO ESPINA OTERO,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Espina_Otero,Alberto,Espina,Otero,Abogado,4 de Noviembre de 1956,Santiago,,,1,tres,11 de diciembre de 1997
GUTENBERG MARTINEZ OCAMICA,DC,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Gutenberg_Martínez_Ocamica,Gutenberg,Martínez,Ocamica,Abogado,29 de Agosto de 1950,Santiago,,,1,tres,11 de diciembre de 1997
ALBERTO CARDEMIL HERRERA,RN,diputados,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Alberto_Eugenio_Cardemil_Herrera,Alberto Eugenio,Cardemil,Herrera,Abogado,1 de Noviembre de 1945,"Chimbarongo, Chile",,,1,cuatro,11 de diciembre de 1997
CARMEN FREI RUIZ-TAGLE,DC,senadores,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Carmen_Frei_Ruiz-Tagle,Carmen,Frei,Ruiz Tagle,Educadora de Párvulos,22 de Junio de 1938,Santiago,,,1,0,11 de diciembre de 1997
EVELYN MATTHEI FORNET,ILB,senadores,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Evelyn_Matthei_Fornet,Evelyn,Matthei,Fornet,Licenciada en Ciencias Económicas,11 de Noviembre de 1953,Santiago,,Luterana,1,tres,11 de diciembre de 1997
JORGE PIZARRO SOTO,DC,senadores,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Jorge_Pizarro_Soto,Jorge,Pizarro,Soto,,21 de Abril de 1952,Ovalle,,,0,cinco,11 de diciembre de 1997
ANDRES CHADWICK PINERA,UDI,senadores,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Andrés_Pío_Bernardino_Chadwick_Piñera,Andrés Pío Bernardino,Chadwick,Piñera,Abogado,2 de Enero de 1956,Santiago,,,1,cuatro,11 de diciembre de 1997
RAFAEL MORENO ROJAS,DC,senadores,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Rafael_Adolfo_Moreno_Rojas,Rafael Adolfo,Moreno,Rojas,Ingeniero Agrónomo,14 de Agosto de 1936,Santiago,30 de Junio de 2021,,1,0,11 de diciembre de 1997
MARIO RIOS SANTANDER,RN,senadores,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Mario_Enrique_Ríos_Santander,Mario Enrique,Ríos,Santander,"Agricultor, Político, Empresario Agrícola",17 de Enero de 1945,"Los Ángeles, Chile",,,1,0,11 de diciembre de 1997
MARCO CARIOLA BARROILHET,ILB,senadores,1997,https://www.bcn.cl/historiapolitica/resenas_parlamentarias/wiki/Marco_Antonio_Cariola_Barroilhet,Marco Antonio,Cariola,Barroilhet,Abogado,2 de Noviembre de 1932,Viña del Mar,6 de Septiembre de 2020,,1,0,11 de diciembre de 1997
