deputyid,distrito,partido,pacto,tendencia,nombre,year,region
1000,1,PS,NUEVA MAYORIA,0,LUIS ALBERTO ROCAFULL LOPEZ,2014,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2014,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2015,15
1000,1,PS,NUEVA MAYORIA,0,LUIS ALBERTO ROCAFULL LOPEZ,2015,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2016,15
1000,1,PS,NUEVA MAYORIA,0,LUIS ALBERTO ROCAFULL LOPEZ,2016,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2017,15
1000,1,PS,NUEVA MAYORIA,0,LUIS ALBERTO ROCAFULL LOPEZ,2017,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2018,15
926,1,UDI,CHILE VAMOS,1,NINO BALTOLU RASERA,2018,15
1000,1,PS,NUEVA MAYORIA,0,LUIS ROCAFULL LOPEZ,2018,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2019,15
926,1,UDI,CHILE VAMOS,1,NINO BALTOLU RASERA,2019,15
1000,1,PS,NUEVA MAYORIA,0,LUIS ROCAFULL LOPEZ,2019,15
1000,1,PS,NUEVA MAYORIA,0,LUIS ROCAFULL LOPEZ,2020,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2020,15
926,1,UDI,CHILE VAMOS,1,NINO BALTOLU RASERA,2020,15
1000,1,PS,NUEVA MAYORIA,0,LUIS ROCAFULL LOPEZ,2021,15
926,1,UDI,CHILE VAMOS,1,NINO BALTOLU RASERA,2021,15
991,1,PL,PL,0,VLADO MIROSEVIC VERDUGO,2021,15
1141,1,PL,PL,0,Luis Malla Valenzuela,2022,15
991,1,PL,PL,0,Vlado Mirosevic Verdugo,2022,15
1139,1,PRI,CHILE VAMOS,1,Enrique Lee Flores,2022,15
991,1,PL,PL,0,Vlado Mirosevic Verdugo,2023,15
1139,1,PRI,CHILE VAMOS,1,Enrique Lee Flores,2023,15
1141,1,PL,PL,0,Luis Malla Valenzuela,2023,15
1141,1,PL,PL,0,Luis Malla Valenzuela,2024,15
991,1,PL,PL,0,Vlado Mirosevic Verdugo,2024,15
1139,1,PRI,CHILE VAMOS,1,Enrique Lee Flores,2024,15
937,2,PC,NUEVA MAYORIA,0,HUGO HUMBERTO GUTIERREZ GALVEZ,2014,1
1003,2,UDI,CHILE VAMOS,1,RENZO ALDO TRISOTTI MARTINEZ,2014,1
1003,2,UDI,CHILE VAMOS,1,RENZO ALDO TRISOTTI MARTINEZ,2015,1
937,2,PC,NUEVA MAYORIA,0,HUGO HUMBERTO GUTIERREZ GALVEZ,2015,1
937,2,PC,NUEVA MAYORIA,0,HUGO HUMBERTO GUTIERREZ GALVEZ,2016,1
1003,2,UDI,CHILE VAMOS,1,RENZO ALDO TRISOTTI MARTINEZ,2016,1
1003,2,UDI,CHILE VAMOS,1,RENZO ALDO TRISOTTI MARTINEZ,2017,1
937,2,PC,NUEVA MAYORIA,0,HUGO HUMBERTO GUTIERREZ GALVEZ,2017,1
1032,2,RN,CHILE VAMOS,1,RAMON GALLEGUILLOS CASTILLO,2018,1
937,2,PC,NUEVA MAYORIA,0,HUGO GUTIERREZ GALVEZ,2018,1
1003,2,UDI,CHILE VAMOS,1,RENZO TRISOTTI MARTINEZ,2018,1
1032,2,RN,CHILE VAMOS,1,RAMON GALLEGUILLOS CASTILLO,2019,1
1003,2,UDI,CHILE VAMOS,1,RENZO TRISOTTI MARTINEZ,2019,1
937,2,PC,NUEVA MAYORIA,0,HUGO GUTIERREZ GALVEZ,2019,1
937,2,PC,NUEVA MAYORIA,0,HUGO GUTIERREZ GALVEZ,2020,1
1032,2,RN,CHILE VAMOS,1,RAMON GALLEGUILLOS CASTILLO,2020,1
1003,2,UDI,CHILE VAMOS,1,RENZO TRISOTTI MARTINEZ,2020,1
1003,2,UDI,CHILE VAMOS,1,RENZO TRISOTTI MARTINEZ,2021,1
937,2,PC,NUEVA MAYORIA,0,HUGO GUTIERREZ GALVEZ,2021,1
1032,2,RN,CHILE VAMOS,1,RAMON GALLEGUILLOS CASTILLO,2021,1
1162,2,PC,FRENTE AMPLIO,0,Matías Ramírez Pascal,2022,1
1003,2,IND,FRENTE SOCIAL CRISTIANO,1,Renzo Trisotti Martínez,2022,1
1103,2,PS,NUEVA MAYORIA,0,Danisa Astudillo Peiretti,2022,1
1162,2,PC,FRENTE AMPLIO,0,Matías Ramírez Pascal,2023,1
1103,2,PS,NUEVA MAYORIA,0,Danisa Astudillo Peiretti,2023,1
1003,2,IND,FRENTE SOCIAL CRISTIANO,1,Renzo Trisotti Martínez,2023,1
1003,2,IND,FRENTE SOCIAL CRISTIANO,1,Renzo Trisotti Martínez,2024,1
1162,2,PC,FRENTE AMPLIO,0,Matías Ramírez Pascal,2024,1
1103,2,PS,NUEVA MAYORIA,0,Danisa Astudillo Peiretti,2024,1
919,3,UDI,CHILE VAMOS,1,FELIPE ANDRES WARD EDWARDS,2014,2
836,3,PRSD,NUEVA MAYORIA,0,MARCOS ANDRES ESPINOSA MONARDES,2014,2
836,3,PRSD,NUEVA MAYORIA,0,MARCOS ANDRES ESPINOSA MONARDES,2015,2
919,3,UDI,CHILE VAMOS,1,FELIPE ANDRES WARD EDWARDS,2015,2
836,3,PRSD,NUEVA MAYORIA,0,MARCOS ANDRES ESPINOSA MONARDES,2016,2
919,3,UDI,CHILE VAMOS,1,FELIPE ANDRES WARD EDWARDS,2016,2
836,3,PRSD,NUEVA MAYORIA,0,MARCOS ANDRES ESPINOSA MONARDES,2017,2
919,3,UDI,CHILE VAMOS,1,FELIPE ANDRES WARD EDWARDS,2017,2
986,3,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2018,2
994,3,RN,CHILE VAMOS,1,PAULINA NUÑEZ URRUTIA,2018,2
1063,3,RD,FRENTE AMPLIO,0,CATALINA PEREZ SALINAS,2018,2
1019,3,RN,CHILE VAMOS,1,JOSE MIGUEL CASTRO BASCUÑAN,2018,2
1083,3,FRVS,FRVS,0,ESTEBAN JORGE VELASQUEZ NUÑEZ,2018,2
1019,3,RN,CHILE VAMOS,1,JOSE MIGUEL CASTRO BASCUÑAN,2019,2
1063,3,RD,FRENTE AMPLIO,0,CATALINA PEREZ SALINAS,2019,2
986,3,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2019,2
1083,3,FRVS,FRVS,0,ESTEBAN JORGE VELASQUEZ NUÑEZ,2019,2
994,3,RN,CHILE VAMOS,1,PAULINA NUÑEZ URRUTIA,2019,2
994,3,RN,CHILE VAMOS,1,PAULINA NUÑEZ URRUTIA,2020,2
1063,3,RD,FRENTE AMPLIO,0,CATALINA PEREZ SALINAS,2020,2
1083,3,FRVS,FRVS,0,ESTEBAN JORGE VELASQUEZ NUÑEZ,2020,2
1019,3,RN,CHILE VAMOS,1,JOSE MIGUEL CASTRO BASCUÑAN,2020,2
986,3,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2020,2
986,3,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2021,2
1019,3,RN,CHILE VAMOS,1,JOSE MIGUEL CASTRO BASCUÑAN,2021,2
1063,3,RD,FRENTE AMPLIO,0,CATALINA PEREZ SALINAS,2021,2
1083,3,FRVS,FRVS,0,ESTEBAN JORGE VELASQUEZ NUÑEZ,2021,2
994,3,RN,CHILE VAMOS,1,PAULINA NUÑEZ URRUTIA,2021,2
1182,3,IND,SIN PACTO,0,Sebastián Videla Castillo,2022,2
1099,3,IND,NUEVA MAYORIA,0,Jaime Araya Guerrero,2022,2
1019,3,RN,CHILE VAMOS,1,José Miguel Castro Bascuñán,2022,2
1063,3,RD,FRENTE AMPLIO,0,Catalina Pérez Salinas,2022,2
1098,3,IND,SIN PACTO,1,Yovana Ahumada Palma,2022,2
1098,3,IND,SIN PACTO,1,Yovana Ahumada Palma,2023,2
1019,3,RN,CHILE VAMOS,1,José Miguel Castro Bascuñán,2023,2
1063,3,RD,FRENTE AMPLIO,0,Catalina Pérez Salinas,2023,2
1099,3,IND,NUEVA MAYORIA,0,Jaime Araya Guerrero,2023,2
1182,3,IND,SIN PACTO,0,Sebastián Videla Castillo,2023,2
1098,3,IND,SIN PACTO,1,Yovana Ahumada Palma,2024,2
1063,3,RD,FRENTE AMPLIO,0,Catalina Pérez Salinas,2024,2
1182,3,IND,SIN PACTO,0,Sebastián Videla Castillo,2024,2
1019,3,RN,CHILE VAMOS,1,José Miguel Castro Bascuñán,2024,2
1099,3,IND,NUEVA MAYORIA,0,Jaime Araya Guerrero,2024,2
986,4,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2014,2
994,4,RN,CHILE VAMOS,1,PAULINA ANDREA NUÑEZ URRUTIA,2014,2
986,4,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2015,2
994,4,RN,CHILE VAMOS,1,PAULINA ANDREA NUÑEZ URRUTIA,2015,2
994,4,RN,CHILE VAMOS,1,PAULINA ANDREA NUÑEZ URRUTIA,2016,2
986,4,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2016,2
994,4,RN,CHILE VAMOS,1,PAULINA ANDREA NUÑEZ URRUTIA,2017,2
986,4,PRSD,NUEVA MAYORIA,0,MARCELA XIMENA HERNANDO PEREZ,2017,2
975,4,PS,NUEVA MAYORIA,0,DANIELLA CICARDINI MILLA,2018,3
1022,4,RN,CHILE VAMOS,1,SOFIA CID VERSALOVIC,2018,3
1073,4,PS,NUEVA MAYORIA,0,JUAN RUBEN SANTANA CASTILLO,2018,3
872,4,FRVS,FRVS,0,JAIME MULET MARTINEZ,2018,3
1055,4,UDI,CHILE VAMOS,1,NICOLAS NOMAN GARRIDO,2018,3
1055,4,UDI,CHILE VAMOS,1,NICOLAS NOMAN GARRIDO,2019,3
1073,4,PS,NUEVA MAYORIA,0,JUAN RUBEN SANTANA CASTILLO,2019,3
1022,4,RN,CHILE VAMOS,1,SOFIA CID VERSALOVIC,2019,3
975,4,PS,NUEVA MAYORIA,0,DANIELLA CICARDINI MILLA,2019,3
872,4,FRVS,FRVS,0,JAIME MULET MARTINEZ,2019,3
975,4,PS,NUEVA MAYORIA,0,DANIELLA CICARDINI MILLA,2020,3
1073,4,PS,NUEVA MAYORIA,0,JUAN RUBEN SANTANA CASTILLO,2020,3
1055,4,UDI,CHILE VAMOS,1,NICOLAS NOMAN GARRIDO,2020,3
1022,4,RN,CHILE VAMOS,1,SOFIA CID VERSALOVIC,2020,3
872,4,FRVS,FRVS,0,JAIME MULET MARTINEZ,2020,3
872,4,FRVS,FRVS,0,JAIME MULET MARTINEZ,2021,3
1022,4,RN,CHILE VAMOS,1,SOFIA CID VERSALOVIC,2021,3
1073,4,PS,NUEVA MAYORIA,0,JUAN RUBEN SANTANA CASTILLO,2021,3
1055,4,UDI,CHILE VAMOS,1,NICOLAS NOMAN GARRIDO,2021,3
975,4,PS,NUEVA MAYORIA,0,DANIELLA CICARDINI MILLA,2021,3
975,4,PS,NUEVA MAYORIA,0,Daniella Cicardini Milla,2022,3
1175,4,IND,NUEVA MAYORIA,0,Cristián Tapia Ramos,2022,3
1022,4,RN,CHILE VAMOS,1,Sofía Cid Versalovic,2022,3
1073,4,PS,NUEVA MAYORIA,0,Juan Santana Castillo,2022,3
872,4,FRVS,FRENTE AMPLIO,0,Jaime Mulet Martínez,2022,3
1022,4,RN,CHILE VAMOS,1,Sofía Cid Versalovic,2023,3
872,4,FRVS,FRENTE AMPLIO,0,Jaime Mulet Martínez,2023,3
1175,4,IND,NUEVA MAYORIA,0,Cristián Tapia Ramos,2023,3
1073,4,PS,NUEVA MAYORIA,0,Juan Santana Castillo,2023,3
975,4,PS,NUEVA MAYORIA,0,Daniella Cicardini Milla,2023,3
1022,4,RN,CHILE VAMOS,1,Sofía Cid Versalovic,2024,3
872,4,FRVS,FRENTE AMPLIO,0,Jaime Mulet Martínez,2024,3
1073,4,PS,NUEVA MAYORIA,0,Juan Santana Castillo,2024,3
975,4,PS,NUEVA MAYORIA,0,Daniella Cicardini Milla,2024,3
1175,4,IND,NUEVA MAYORIA,0,Cristián Tapia Ramos,2024,3
930,5,PC,NUEVA MAYORIA,0,LAUTARO CESAR CARMONA SOTO,2014,3
975,5,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,DANIELLA VALENTINA CICARDINI MILLA,2014,3
930,5,PC,NUEVA MAYORIA,0,LAUTARO CESAR CARMONA SOTO,2015,3
975,5,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,DANIELLA VALENTINA CICARDINI MILLA,2015,3
930,5,PC,NUEVA MAYORIA,0,LAUTARO CESAR CARMONA SOTO,2016,3
975,5,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,DANIELLA VALENTINA CICARDINI MILLA,2016,3
975,5,INDEPENDIENTES LISTA C,NUEVA MAYORIA,0,DANIELLA VALENTINA CICARDINI MILLA,2017,3
930,5,PC,NUEVA MAYORIA,0,LAUTARO CESAR CARMONA SOTO,2017,3
985,5,UDI,CHILE VAMOS,1,SERGIO GAHONA SALAZAR,2018,4
1001,5,PS,NUEVA MAYORIA,0,RAUL SALDIVAR AUGER,2018,4
1031,5,UDI,CHILE VAMOS,1,JUAN MANUEL FUENZALIDA COBO,2018,4
963,5,PDC,PDC,0,MATIAS WALKER PRIETO,2018,4
961,5,FRVS,FRVS,0,PEDRO ANTONIO VELASQUEZ SEGUEL,2018,4
993,5,PC,NUEVA MAYORIA,0,DANIEL NUÑEZ ARANCIBIA,2018,4
1029,5,RN,CHILE VAMOS,1,FRANCISCO EGUIGUREN CORREA,2018,4
1029,5,RN,CHILE VAMOS,1,FRANCISCO EGUIGUREN CORREA,2019,4
993,5,PC,NUEVA MAYORIA,0,DANIEL NUÑEZ ARANCIBIA,2019,4
963,5,PDC,PDC,0,MATIAS WALKER PRIETO,2019,4
1001,5,PS,NUEVA MAYORIA,0,RAUL SALDIVAR AUGER,2019,4
985,5,UDI,CHILE VAMOS,1,SERGIO GAHONA SALAZAR,2019,4
961,5,FRVS,FRVS,0,PEDRO ANTONIO VELASQUEZ SEGUEL,2019,4
1031,5,UDI,CHILE VAMOS,1,JUAN MANUEL FUENZALIDA COBO,2019,4
993,5,PC,NUEVA MAYORIA,0,DANIEL NUÑEZ ARANCIBIA,2020,4
963,5,PDC,PDC,0,MATIAS WALKER PRIETO,2020,4
985,5,UDI,CHILE VAMOS,1,SERGIO GAHONA SALAZAR,2020,4
1031,5,UDI,CHILE VAMOS,1,JUAN MANUEL FUENZALIDA COBO,2020,4
961,5,FRVS,FRVS,0,PEDRO ANTONIO VELASQUEZ SEGUEL,2020,4
1029,5,RN,CHILE VAMOS,1,FRANCISCO EGUIGUREN CORREA,2020,4
1001,5,PS,NUEVA MAYORIA,0,RAUL SALDIVAR AUGER,2020,4
993,5,PC,NUEVA MAYORIA,0,DANIEL NUÑEZ ARANCIBIA,2021,4
1029,5,RN,CHILE VAMOS,1,FRANCISCO EGUIGUREN CORREA,2021,4
985,5,UDI,CHILE VAMOS,1,SERGIO GAHONA SALAZAR,2021,4
961,5,FRVS,FRVS,0,PEDRO ANTONIO VELASQUEZ SEGUEL,2021,4
1001,5,PS,NUEVA MAYORIA,0,RAUL SALDIVAR AUGER,2021,4
963,5,PDC,PDC,0,MATIAS WALKER PRIETO,2021,4
1031,5,UDI,CHILE VAMOS,1,JUAN MANUEL FUENZALIDA COBO,2021,4
1174,5,UDI,CHILE VAMOS,1,Marco Antonio Sulantay Olivares,2022,4
1177,5,IND,FRENTE AMPLIO,0,Carolina Tello Rojas,2022,4
1142,5,PS,NUEVA MAYORIA,0,Daniel Manouchehri Lobos,2022,4
1117,5,PC,FRENTE AMPLIO,0,Nathalie Castillo Rojas,2022,4
1158,5,DEMOCRATAS,CHILE VAMOS,1,Víctor Alejandro Pino Fuentes,2022,4
1118,5,PDC,PDC,0,Ricardo Cifuentes Lillo,2022,4
1031,5,UDI,CHILE VAMOS,1,Juan Fuenzalida Cobo,2022,4
1117,5,PC,FRENTE AMPLIO,0,Nathalie Castillo Rojas,2023,4
1118,5,PDC,PDC,0,Ricardo Cifuentes Lillo,2023,4
1177,5,IND,FRENTE AMPLIO,0,Carolina Tello Rojas,2023,4
1142,5,PS,NUEVA MAYORIA,0,Daniel Manouchehri Lobos,2023,4
1158,5,DEMOCRATAS,CHILE VAMOS,1,Víctor Alejandro Pino Fuentes,2023,4
1031,5,UDI,CHILE VAMOS,1,Juan Fuenzalida Cobo,2023,4
1174,5,UDI,CHILE VAMOS,1,Marco Antonio Sulantay Olivares,2023,4
1117,5,PC,FRENTE AMPLIO,0,Nathalie Castillo Rojas,2024,4
1142,5,PS,NUEVA MAYORIA,0,Daniel Manouchehri Lobos,2024,4
1174,5,UDI,CHILE VAMOS,1,Marco Antonio Sulantay Olivares,2024,4
1031,5,UDI,CHILE VAMOS,1,Juan Fuenzalida Cobo,2024,4
1177,5,IND,FRENTE AMPLIO,0,Carolina Tello Rojas,2024,4
1118,5,PDC,PDC,0,Ricardo Cifuentes Lillo,2024,4
1158,5,DEMOCRATAS,CHILE VAMOS,1,Víctor Alejandro Pino Fuentes,2024,4
998,6,PDC,NUEVA MAYORIA,0,YASNA PROVOSTE CAMPILLAY,2014,3
888,6,PRSD,NUEVA MAYORIA,0,ALBERTO IVAN FRANCISCO ROBLES PANTOJA,2014,3
888,6,PRSD,NUEVA MAYORIA,0,ALBERTO IVAN FRANCISCO ROBLES PANTOJA,2015,3
998,6,PDC,NUEVA MAYORIA,0,YASNA PROVOSTE CAMPILLAY,2015,3
888,6,PRSD,NUEVA MAYORIA,0,ALBERTO IVAN FRANCISCO ROBLES PANTOJA,2016,3
998,6,PDC,NUEVA MAYORIA,0,YASNA PROVOSTE CAMPILLAY,2016,3
998,6,PDC,NUEVA MAYORIA,0,YASNA PROVOSTE CAMPILLAY,2017,3
888,6,PRSD,NUEVA MAYORIA,0,ALBERTO IVAN FRANCISCO ROBLES PANTOJA,2017,3
1041,6,EVOPOLI,CHILE VAMOS,1,PABLO KAST SOMMERHOFF,2018,5
1048,6,PPD,NUEVA MAYORIA,0,CAROLINA MARZAN PINTO,2018,5
1084,6,PDC,PDC,0,DANIEL ANGEL VERDESSI BELEMMI,2018,5
1030,6,RN,CHILE VAMOS,1,CAMILA FLORES OPORTO,2018,5
1046,6,RN,CHILE VAMOS,1,ANDRES LONGTON HERRERA,2018,5
920,6,PS,NUEVA MAYORIA,0,MARCELO SCHILLING RODRIGUEZ,2018,5
1060,6,RN,CHILE VAMOS,1,LUIS PARDO SAINZ,2018,5
1037,6,PH,PH,0,DIEGO IBAÑEZ COTRONEO,2018,5
920,6,PS,NUEVA MAYORIA,0,MARCELO SCHILLING RODRIGUEZ,2019,5
1084,6,PDC,PDC,0,DANIEL ANGEL VERDESSI BELEMMI,2019,5
1060,6,RN,CHILE VAMOS,1,LUIS PARDO SAINZ,2019,5
1048,6,PPD,NUEVA MAYORIA,0,CAROLINA MARZAN PINTO,2019,5
1037,6,PH,PH,0,DIEGO IBAÑEZ COTRONEO,2019,5
1046,6,RN,CHILE VAMOS,1,ANDRES LONGTON HERRERA,2019,5
1041,6,EVOPOLI,CHILE VAMOS,1,PABLO KAST SOMMERHOFF,2019,5
1030,6,RN,CHILE VAMOS,1,CAMILA FLORES OPORTO,2019,5
920,6,PS,NUEVA MAYORIA,0,MARCELO SCHILLING RODRIGUEZ,2020,5
1030,6,RN,CHILE VAMOS,1,CAMILA FLORES OPORTO,2020,5
1037,6,PH,PH,0,DIEGO IBAÑEZ COTRONEO,2020,5
1046,6,RN,CHILE VAMOS,1,ANDRES LONGTON HERRERA,2020,5
1041,6,EVOPOLI,CHILE VAMOS,1,PABLO KAST SOMMERHOFF,2020,5
1060,6,RN,CHILE VAMOS,1,LUIS PARDO SAINZ,2020,5
1048,6,PPD,NUEVA MAYORIA,0,CAROLINA MARZAN PINTO,2020,5
1084,6,PDC,PDC,0,DANIEL ANGEL VERDESSI BELEMMI,2020,5
1048,6,PPD,NUEVA MAYORIA,0,CAROLINA MARZAN PINTO,2021,5
1046,6,RN,CHILE VAMOS,1,ANDRES LONGTON HERRERA,2021,5
1041,6,EVOPOLI,CHILE VAMOS,1,PABLO KAST SOMMERHOFF,2021,5
1084,6,PDC,PDC,0,DANIEL ANGEL VERDESSI BELEMMI,2021,5
1060,6,RN,CHILE VAMOS,1,LUIS PARDO SAINZ,2021,5
920,6,PS,NUEVA MAYORIA,0,MARCELO SCHILLING RODRIGUEZ,2021,5
1030,6,RN,CHILE VAMOS,1,CAMILA FLORES OPORTO,2021,5
1037,6,PH,PH,0,DIEGO IBAÑEZ COTRONEO,2021,5
1030,6,RN,CHILE VAMOS,1,Camila Flores Oporto,2022,5
1048,6,PPD,NUEVA MAYORIA,0,Carolina Marzán Pinto,2022,5
1046,6,RN,CHILE VAMOS,1,Andrés Longton Herrera,2022,5
1037,6,CS,FRENTE AMPLIO,0,Diego Ibáñez Cotroneo,2022,5
1104,6,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Chiara Barchiesi Chávez,2022,5
1181,6,PS,NUEVA MAYORIA,0,Nelson Venegas Salazar,2022,5
1107,6,CS,FRENTE AMPLIO,0,María Francisca Bello Campos,2022,5
948,6,PDG,PDG,777,Gaspar Rivas Sánchez,2022,5
1046,6,RN,CHILE VAMOS,1,Andrés Longton Herrera,2023,5
1181,6,PS,NUEVA MAYORIA,0,Nelson Venegas Salazar,2023,5
1104,6,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Chiara Barchiesi Chávez,2023,5
1048,6,PPD,NUEVA MAYORIA,0,Carolina Marzán Pinto,2023,5
1037,6,CS,FRENTE AMPLIO,0,Diego Ibáñez Cotroneo,2023,5
1107,6,CS,FRENTE AMPLIO,0,María Francisca Bello Campos,2023,5
1030,6,RN,CHILE VAMOS,1,Camila Flores Oporto,2023,5
948,6,PDG,PDG,777,Gaspar Rivas Sánchez,2023,5
1107,6,CS,FRENTE AMPLIO,0,María Francisca Bello Campos,2024,5
1030,6,RN,CHILE VAMOS,1,Camila Flores Oporto,2024,5
1181,6,PS,NUEVA MAYORIA,0,Nelson Venegas Salazar,2024,5
1037,6,CS,FRENTE AMPLIO,0,Diego Ibáñez Cotroneo,2024,5
1048,6,PPD,NUEVA MAYORIA,0,Carolina Marzán Pinto,2024,5
948,6,PDG,PDG,777,Gaspar Rivas Sánchez,2024,5
1104,6,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Chiara Barchiesi Chávez,2024,5
1046,6,RN,CHILE VAMOS,1,Andrés Longton Herrera,2024,5
985,7,UDI,CHILE VAMOS,1,SERGIO ALFREDO GAHONA SALAZAR,2014,4
1001,7,PS,NUEVA MAYORIA,0,RAUL FERNANDO SALDIVAR AUGER,2014,4
1001,7,PS,NUEVA MAYORIA,0,RAUL FERNANDO SALDIVAR AUGER,2015,4
985,7,UDI,CHILE VAMOS,1,SERGIO ALFREDO GAHONA SALAZAR,2015,4
985,7,UDI,CHILE VAMOS,1,SERGIO ALFREDO GAHONA SALAZAR,2016,4
1001,7,PS,NUEVA MAYORIA,0,RAUL FERNANDO SALDIVAR AUGER,2016,4
1001,7,PS,NUEVA MAYORIA,0,RAUL FERNANDO SALDIVAR AUGER,2017,4
985,7,UDI,CHILE VAMOS,1,SERGIO ALFREDO GAHONA SALAZAR,2017,4
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2018,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2018,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2018,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2018,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2018,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2018,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2018,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2018,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2019,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2019,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2019,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2019,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2019,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2019,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2019,5
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2019,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2020,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2020,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2020,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2020,5
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2020,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2020,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2020,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2020,5
957,7,PDC,PDC,0,VICTOR MARCELO TORRES JELDES,2021,5
848,7,PPD,NUEVA MAYORIA,0,RODRIGO GONZALEZ TORRES,2021,5
1068,7,IGUALDAD,IGUALDAD,0,CAMILA ROJAS VALDERRAMA,2021,5
1005,7,UDI,CHILE VAMOS,1,OSVALDO URRUTIA SOTO,2021,5
1021,7,RN,CHILE VAMOS,1,ANDRES CELIS MONTT,2021,5
940,7,UDI,CHILE VAMOS,1,MARIA JOSE HOFFMANN OPAZO,2021,5
827,7,PS,NUEVA MAYORIA,0,MARCELO DIAZ DIAZ,2021,5
1015,7,RD,FRENTE AMPLIO,0,JORGE BRITO HASBUN,2021,5
1170,7,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Luis Sánchez Ossa,2022,5
1015,7,RD,FRENTE AMPLIO,0,Jorge Brito Hasbún,2022,5
1124,7,IND,NUEVA MAYORIA,0,Tomás De Rementería Venegas,2022,5
1021,7,RN,CHILE VAMOS,1,Andrés Celis Montt,2022,5
1122,7,PC,FRENTE AMPLIO,0,Luis Alberto Cuello Peña y Lillo,2022,5
1068,7,COMUNES,FRENTE AMPLIO,0,Camila Rojas Valderrama,2022,5
1137,7,IND,SIN PACTO,0,Tomás Lagomarsino Guzmán,2022,5
1176,7,IND,CHILE VAMOS,1,Hotuiti Teao Drago,2022,5
1170,7,REPUBLICANO,FRENTE SOCIAL CRISTIANO,1,Luis Sánchez Ossa,2023,5
1176,7,IND,CHILE VAMOS,1,Hotuiti Teao Drago,2023,5
1122,7,PC,FRENTE AMPLIO,0,Luis Alberto Cuello Peña y Lillo,2023,5
1137,7,IND,SIN PACTO,0,Tomás Lagomarsino Guzmán,2023,5
1021,7,RN,CHILE VAMOS,1,Andrés Celis Montt,2023,5
1068,7,COMUNES,FRENTE AMPLIO,0,Camila Rojas Valderrama,2023,5
1124,7,IND,NUEVA MAYORIA,0,Tomás De Rementería Venegas,2023,5
1015,7,RD,FRENTE AMPLIO,0,Jorge Brito Hasbún,2023,5
1137,7,IND,SIN PACTO,0,Tomás Lagomarsino Guzmán,2024,5
